   BENCHMARK INFORMATION
Ultimate
benchmark definition:    benchmark-defs/Ultimate.xml
name:                    Ultimate
run sets:                thesis-all
date:                    Mon, 2023-04-17 20:43:44 EDT
tool:                    Ultimate 0.2.3-863304a1
tool executable:         /home/rjf/fast/ultimate/UAutomizer-linux/Ultimate.py
options:
resource limits:
- time:                  900 s
hardware requirements:
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    louvre
os:                      Linux-5.4.0-146-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon CPU E5-1607 v3 @ 3.10GHz
- cores:                 4
- max frequency:         3100.0 MHz
ram:                     33594.343424000006 MB
------------------------------------------------------------



thesis-all
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
recursive/Ackermann02.yml                                 false(unreach-call)             13.89        5.68        None
recursive/Ackermann03.yml                                 true                            90.02       44.43        None
recursive/Ackermann04.yml                                 true                            60.47       27.36        None
recursive/Addition01-2.yml                                true                            15.14        5.96        None
recursive/Addition02.yml                                  false(unreach-call)             12.46        4.81        None
recursive/Addition03-1.yml                                TIMEOUT                        253.27      181.01        None
recursive/BallRajamani-SPIN2000-Fig1.yml                  false(unreach-call)             11.88        4.94        None
recursive/EvenOdd01-1.yml                                 TIMEOUT                        260.15      181.00        None
recursive/EvenOdd03.yml                                   false(unreach-call)             10.87        4.28        None
recursive/Fibonacci01-1.yml                               true                            21.12        8.52        None
recursive/Fibonacci02.yml                                 true                            95.51       47.43        None
recursive/Fibonacci03.yml                                 true                           144.65       94.83        None
recursive/Fibonacci04.yml                                 false(unreach-call)             24.26        9.57        None
recursive/Fibonacci05.yml                                 false(unreach-call)             32.33       12.09        None
recursive/McCarthy91-1.yml                                false(unreach-call)             10.04        4.24        None
recursive/McCarthy91-2.yml                                true                            14.58        5.68        None
recursive/MultCommutative-2.yml                           TIMEOUT                        262.24      181.01        None
recursive/Primes.yml                                      true                            30.74       12.03        None
recursive/gcd01-1.yml                                     true                            15.24        6.20        None
recursive/gcd02.yml                                       TIMEOUT                        239.64      181.00        None
recursive/recHanoi01.yml                                  TIMEOUT                        254.00      181.01        None
recursive/recHanoi02-2.yml                                true                            12.44        5.01        None
recursive/recHanoi03-2.yml                                true                            71.12       33.65        None
recursive-simple/afterrec-1.yml                           false(unreach-call)             12.19        4.89        None
recursive-simple/afterrec-2.yml                           true                            11.09        4.69        None
recursive-simple/afterrec_2calls-1.yml                    false(unreach-call)             10.99        4.54        None
recursive-simple/afterrec_2calls-2.yml                    true                            10.42        4.39        None
recursive-simple/fibo_10-1.yml                            false(unreach-call)             63.54       25.95        None
recursive-simple/fibo_10-2.yml                            true                           172.66      111.30        None
recursive-simple/fibo_15-1.yml                            TIMEOUT                        244.37      181.01        None
recursive-simple/fibo_15-2.yml                            TIMEOUT                        245.74      181.01        None
recursive-simple/fibo_20-1.yml                            TIMEOUT                        250.91      181.01        None
